{'m_playerId': 1, 'm_type': 1, 'm_userId': 0, 'm_slotId': 0, '_event': 'NNet.Replay.Tracker.SPlayerSetupEvent', '_eventid': 9, '_gameloop': 0, '_bits': 192, 'time': 0.0}
{'m_playerId': 2, 'm_type': 1, 'm_userId': 1, 'm_slotId': 1, '_event': 'NNet.Replay.Tracker.SPlayerSetupEvent', '_eventid': 9, '_gameloop': 0, '_bits': 192, 'time': 0.0}
{'m_playerId': 1, 'm_upgradeTypeName': b'RewardDanceOverlord', 'm_count': 1, '_event': 'NNet.Replay.Tracker.SUpgradeEvent', '_eventid': 5, '_gameloop': 0, '_bits': 288, 'time': 0.0}
{'m_playerId': 1, 'm_upgradeTypeName': b'RewardDanceStalker', 'm_count': 1, '_event': 'NNet.Replay.Tracker.SUpgradeEvent', '_eventid': 5, '_gameloop': 0, '_bits': 280, 'time': 0.0}
{'m_playerId': 1, 'm_upgradeTypeName': b'RewardDanceGhost', 'm_count': 1, '_event': 'NNet.Replay.Tracker.SUpgradeEvent', '_eventid': 5, '_gameloop': 0, '_bits': 264, 'time': 0.0}
{'m_playerId': 1, 'm_upgradeTypeName': b'RewardDanceColossus', 'm_count': 1, '_event': 'NNet.Replay.Tracker.SUpgradeEvent', '_eventid': 5, '_gameloop': 0, '_bits': 288, 'time': 0.0}
{'m_playerId': 1, 'm_upgradeTypeName': b'RewardDanceRoach', 'm_count': 1, '_event': 'NNet.Replay.Tracker.SUpgradeEvent', '_eventid': 5, '_gameloop': 0, '_bits': 264, 'time': 0.0}
{'m_playerId': 1, 'm_upgradeTypeName': b'RewardDanceOracle', 'm_count': 1, '_event': 'NNet.Replay.Tracker.SUpgradeEvent', '_eventid': 5, '_gameloop': 0, '_bits': 272, 'time': 0.0}
{'m_playerId': 1, 'm_upgradeTypeName': b'RewardDanceMule', 'm_count': 1, '_event': 'NNet.Replay.Tracker.SUpgradeEvent', '_eventid': 5, '_gameloop': 0, '_bits': 256, 'time': 0.0}
{'m_playerId': 1, 'm_upgradeTypeName': b'RewardDanceViking', 'm_count': 1, '_event': 'NNet.Replay.Tracker.SUpgradeEvent', '_eventid': 5, '_gameloop': 0, '_bits': 272, 'time': 0.0}
{'m_playerId': 1, 'm_upgradeTypeName': b'RewardDanceInfestor', 'm_count': 1, '_event': 'NNet.Replay.Tracker.SUpgradeEvent', '_eventid': 5, '_gameloop': 0, '_bits': 288, 'time': 0.0}
{'m_playerId': 2, 'm_upgradeTypeName': b'RewardDanceOverlord', 'm_count': 1, '_event': 'NNet.Replay.Tracker.SUpgradeEvent', '_eventid': 5, '_gameloop': 0, '_bits': 288, 'time': 0.0}
{'m_playerId': 2, 'm_upgradeTypeName': b'RewardDanceStalker', 'm_count': 1, '_event': 'NNet.Replay.Tracker.SUpgradeEvent', '_eventid': 5, '_gameloop': 0, '_bits': 280, 'time': 0.0}
{'m_playerId': 2, 'm_upgradeTypeName': b'RewardDanceGhost', 'm_count': 1, '_event': 'NNet.Replay.Tracker.SUpgradeEvent', '_eventid': 5, '_gameloop': 0, '_bits': 264, 'time': 0.0}
{'m_playerId': 2, 'm_upgradeTypeName': b'RewardDanceRoach', 'm_count': 1, '_event': 'NNet.Replay.Tracker.SUpgradeEvent', '_eventid': 5, '_gameloop': 0, '_bits': 264, 'time': 0.0}
{'m_playerId': 2, 'm_upgradeTypeName': b'RewardDanceOracle', 'm_count': 1, '_event': 'NNet.Replay.Tracker.SUpgradeEvent', '_eventid': 5, '_gameloop': 0, '_bits': 272, 'time': 0.0}
{'m_playerId': 2, 'm_upgradeTypeName': b'RewardDanceMule', 'm_count': 1, '_event': 'NNet.Replay.Tracker.SUpgradeEvent', '_eventid': 5, '_gameloop': 0, '_bits': 256, 'time': 0.0}
{'m_playerId': 2, 'm_upgradeTypeName': b'RewardDanceViking', 'm_count': 1, '_event': 'NNet.Replay.Tracker.SUpgradeEvent', '_eventid': 5, '_gameloop': 0, '_bits': 272, 'time': 0.0}
{'m_playerId': 2, 'm_upgradeTypeName': b'RewardDanceInfestor', 'm_count': 1, '_event': 'NNet.Replay.Tracker.SUpgradeEvent', '_eventid': 5, '_gameloop': 0, '_bits': 288, 'time': 0.0}
{'m_unitTagIndex': 0, 'm_unitTagRecycle': 1, 'm_unitTypeName': b'MineralField750', 'm_controlPlayerId': 0, 'm_upkeepPlayerId': 0, 'm_x': 34, 'm_y': 70, 'm_creatorUnitTagIndex': None, 'm_creatorUnitTagRecycle': None, 'm_creatorAbilityName': None, '_event': 'NNet.Replay.Tracker.SUnitBornEvent', '_eventid': 1, '_gameloop': 0, '_bits': 432, 'time': 0.0}
{'m_unitTagIndex': 11, 'm_unitTagRecycle': 1, 'm_unitTypeName': b'PurifierMineralField750', 'm_controlPlayerId': 0, 'm_upkeepPlayerId': 0, 'm_x': 30, 'm_y': 118, 'm_creatorUnitTagIndex': None, 'm_creatorUnitTagRecycle': None, 'm_creatorAbilityName': None, '_event': 'NNet.Replay.Tracker.SUnitBornEvent', '_eventid': 1, '_gameloop': 0, '_bits': 496, 'time': 0.0}
{'m_unitTagIndex': 12, 'm_unitTagRecycle': 1, 'm_unitTypeName': b'PurifierMineralField', 'm_controlPlayerId': 0, 'm_upkeepPlayerId': 0, 'm_x': 67, 'm_y': 158, 'm_creatorUnitTagIndex': None, 'm_creatorUnitTagRecycle': None, 'm_creatorAbilityName': None, '_event': 'NNet.Replay.Tracker.SUnitBornEvent', '_eventid': 1, '_gameloop': 0, '_bits': 480, 'time': 0.0}
{'m_unitTagIndex': 13, 'm_unitTagRecycle': 1, 'm_unitTypeName': b'PurifierMineralField750', 'm_controlPlayerId': 0, 'm_upkeepPlayerId': 0, 'm_x': 74, 'm_y': 153, 'm_creatorUnitTagIndex': None, 'm_creatorUnitTagRecycle': None, 'm_creatorAbilityName': None, '_event': 'NNet.Replay.Tracker.SUnitBornEvent', '_eventid': 1, '_gameloop': 0, '_bits': 504, 'time': 0.0}
{'m_unitTagIndex': 14, 'm_unitTagRecycle': 1, 'm_unitTypeName': b'PurifierMineralField750', 'm_controlPlayerId': 0, 'm_upkeepPlayerId': 0, 'm_x': 97, 'm_y': 27, 'm_creatorUnitTagIndex': None, 'm_creatorUnitTagRecycle': None, 'm_creatorAbilityName': None, '_event': 'NNet.Replay.Tracker.SUnitBornEvent', '_eventid': 1, '_gameloop': 0, '_bits': 496, 'time': 0.0}
{'m_unitTagIndex': 15, 'm_unitTagRecycle': 1, 'm_unitTypeName': b'VespeneGeyser', 'm_controlPlayerId': 0, 'm_upkeepPlayerId': 0, 'm_x': 41, 'm_y': 69, 'm_creatorUnitTagIndex': None, 'm_creatorUnitTagRecycle': None, 'm_creatorAbilityName': None, '_event': 'NNet.Replay.Tracker.SUnitBornEvent', '_eventid': 1, '_gameloop': 0, '_bits': 416, 'time': 0.0}
{'m_unitTagIndex': 16, 'm_unitTagRecycle': 1, 'm_unitTypeName': b'PurifierMineralField750', 'm_controlPlayerId': 0, 'm_upkeepPlayerId': 0, 'm_x': 35, 'm_y': 30, 'm_creatorUnitTagIndex': None, 'm_creatorUnitTagRecycle': None, 'm_creatorAbilityName': None, '_event': 'NNet.Replay.Tracker.SUnitBornEvent', '_eventid': 1, '_gameloop': 0, '_bits': 488, 'time': 0.0}
{'m_unitTagIndex': 17, 'm_unitTagRecycle': 1, 'm_unitTypeName': b'PurifierMineralField750', 'm_controlPlayerId': 0, 'm_upkeepPlayerId': 0, 'm_x': 103, 'm_y': 157, 'm_creatorUnitTagIndex': None, 'm_creatorUnitTagRecycle': None, 'm_creatorAbilityName': None, '_event': 'NNet.Replay.Tracker.SUnitBornEvent', '_eventid': 1, '_gameloop': 0, '_bits': 504, 'time': 0.0}
{'m_unitTagIndex': 18, 'm_unitTagRecycle': 1, 'm_unitTypeName': b'MineralField750', 'm_controlPlayerId': 0, 'm_upkeepPlayerId': 0, 'm_x': 131, 'm_y': 116, 'm_creatorUnitTagIndex': None, 'm_creatorUnitTagRecycle': None, 'm_creatorAbilityName': None, '_event': 'NNet.Replay.Tracker.SUnitBornEvent', '_eventid': 1, '_gameloop': 0, '_bits': 440, 'time': 0.0}
{'m_unitTagIndex': 19, 'm_unitTagRecycle': 1, 'm_unitTypeName': b'PurifierMineralField', 'm_controlPlayerId': 0, 'm_upkeepPlayerId': 0, 'm_x': 110, 'm_y': 130, 'm_creatorUnitTagIndex': None, 'm_creatorUnitTagRecycle': None, 'm_creatorAbilityName': None, '_event': 'NNet.Replay.Tracker.SUnitBornEvent', '_eventid': 1, '_gameloop': 0, '_bits': 480, 'time': 0.0}
{'m_unitTagIndex': 20, 'm_unitTagRecycle': 1, 'm_unitTypeName': b'PurifierVespeneGeyser', 'm_controlPlayerId': 0, 'm_upkeepPlayerId': 0, 'm_x': 66, 'm_y': 53, 'm_creatorUnitTagIndex': None, 'm_creatorUnitTagRecycle': None, 'm_creatorAbilityName': None, '_event': 'NNet.Replay.Tracker.SUnitBornEvent', '_eventid': 1, '_gameloop': 0, '_bits': 480, 'time': 0.0}
{'m_unitTagIndex': 21, 'm_unitTagRecycle': 1, 'm_unitTypeName': b'PurifierVespeneGeyser', 'm_controlPlayerId': 0, 'm_upkeepPlayerId': 0, 'm_x': 30, 'm_y': 149, 'm_creatorUnitTagIndex': None, 'm_creatorUnitTagRecycle': None, 'm_creatorAbilityName': None, '_event': 'NNet.Replay.Tracker.SUnitBornEvent', '_eventid': 1, '_gameloop': 0, '_bits': 480, 'time': 0.0}
{'m_unitTagIndex': 22, 'm_unitTagRecycle': 1, 'm_unitTypeName': b'PurifierVespeneGeyser', 'm_controlPlayerId': 0, 'm_upkeepPlayerId': 0, 'm_x': 137, 'm_y': 63, 'm_creatorUnitTagIndex': None, 'm_creatorUnitTagRecycle': None, 'm_creatorAbilityName': None, '_event': 'NNet.Replay.Tracker.SUnitBornEvent', '_eventid': 1, '_gameloop': 0, '_bits': 480, 'time': 0.0}
{'m_unitTagIndex': 23, 'm_unitTagRecycle': 1, 'm_unitTypeName': b'PurifierMineralField', 'm_controlPlayerId': 0, 'm_upkeepPlayerId': 0, 'm_x': 64, 'm_y': 29, 'm_creatorUnitTagIndex': None, 'm_creatorUnitTagRecycle': None, 'm_creatorAbilityName': None, '_event': 'NNet.Replay.Tracker.SUnitBornEvent', '_eventid': 1, '_gameloop': 0, '_bits': 472, 'time': 0.0}
{'m_unitTagIndex': 24, 'm_unitTagRecycle': 1, 'm_unitTypeName': b'PurifierMineralField750', 'm_controlPlayerId': 0, 'm_upkeepPlayerId': 0, 'm_x': 95, 'm_y': 29, 'm_creatorUnitTagIndex': None, 'm_creatorUnitTagRecycle': None, 'm_creatorAbilityName': None, '_event': 'NNet.Replay.Tracker.SUnitBornEvent', '_eventid': 1, '_gameloop': 0, '_bits': 496, 'time': 0.0}
{'m_unitTagIndex': 25, 'm_unitTagRecycle': 1, 'm_unitTypeName': b'PurifierMineralField', 'm_controlPlayerId': 0, 'm_upkeepPlayerId': 0, 'm_x': 32, 'm_y': 157, 'm_creatorUnitTagIndex': None, 'm_creatorUnitTagRecycle': None, 'm_creatorAbilityName': None, '_event': 'NNet.Replay.Tracker.SUnitBornEvent', '_eventid': 1, '_gameloop': 0, '_bits': 472, 'time': 0.0}
{'m_unitTagIndex': 26, 'm_unitTagRecycle': 1, 'm_unitTypeName': b'PurifierMineralField750', 'm_controlPlayerId': 0, 'm_upkeepPlayerId': 0, 'm_x': 132, 'm_y': 26, 'm_creatorUnitTagIndex': None, 'm_creatorUnitTagRecycle': None, 'm_creatorAbilityName': None, '_event': 'NNet.Replay.Tracker.SUnitBornEvent', '_eventid': 1, '_gameloop': 0, '_bits': 496, 'time': 0.0}
{'m_unitTagIndex': 27, 'm_unitTagRecycle': 1, 'm_unitTypeName': b'PurifierMineralField', 'm_controlPlayerId': 0, 'm_upkeepPlayerId': 0, 'm_x': 58, 'm_y': 55, 'm_creatorUnitTagIndex': None, 'm_creatorUnitTagRecycle': None, 'm_creatorAbilityName': None, '_event': 'NNet.Replay.Tracker.SUnitBornEvent', '_eventid': 1, '_gameloop': 0, '_bits': 464, 'time': 0.0}
{'m_unitTagIndex': 28, 'm_unitTagRecycle': 1, 'm_unitTypeName': b'PurifierMineralField', 'm_controlPlayerId': 0, 'm_upkeepPlayerId': 0, 'm_x': 137, 'm_y': 68, 'm_creatorUnitTagIndex': None, 'm_creatorUnitTagRecycle': None, 'm_creatorAbilityName': None, '_event': 'NNet.Replay.Tracker.SUnitBornEvent', '_eventid': 1, '_gameloop': 0, '_bits': 480, 'time': 0.0}
{'m_unitTagIndex': 29, 'm_unitTagRecycle': 1, 'm_unitTypeName': b'MineralField750', 'm_controlPlayerId': 0, 'm_upkeepPlayerId': 0, 'm_x': 137, 'm_y': 110, 'm_creatorUnitTagIndex': None, 'm_creatorUnitTagRecycle': None, 'm_creatorAbilityName': None, '_event': 'NNet.Replay.Tracker.SUnitBornEvent', '_eventid': 1, '_gameloop': 0, '_bits': 440, 'time': 0.0}
{'m_unitTagIndex': 30, 'm_unitTagRecycle': 1, 'm_unitTypeName': b'PurifierVespeneGeyser', 'm_controlPlayerId': 0, 'm_upkeepPlayerId': 0, 'm_x': 59, 'm_y': 155, 'm_creatorUnitTagIndex': None, 'm_creatorUnitTagRecycle': None, 'm_creatorAbilityName': None, '_event': 'NNet.Replay.Tracker.SUnitBornEvent', '_eventid': 1, '_gameloop': 0, '_bits': 480, 'time': 0.0}
{'m_unitTagIndex': 31, 'm_unitTagRecycle': 1, 'm_unitTypeName': b'PurifierVespeneGeyser', 'm_controlPlayerId': 0, 'm_upkeepPlayerId': 0, 'm_x': 123, 'm_y': 158, 'm_creatorUnitTagIndex': None, 'm_creatorUnitTagRecycle': None, 'm_creatorAbilityName': None, '_event': 'NNet.Replay.Tracker.SUnitBornEvent', '_eventid': 1, '_gameloop': 0, '_bits': 488, 'time': 0.0}
{'m_unitTagIndex': 32, 'm_unitTagRecycle': 1, 'm_unitTypeName': b'PurifierVespeneGeyser', 'm_controlPlayerId': 0, 'm_upkeepPlayerId': 0, 'm_x': 34, 'm_y': 37, 'm_creatorUnitTagIndex': None, 'm_creatorUnitTagRecycle': None, 'm_creatorAbilityName': None, '_event': 'NNet.Replay.Tracker.SUnitBornEvent', '_eventid': 1, '_gameloop': 0, '_bits': 472, 'time': 0.0}
{'m_unitTagIndex': 33, 'm_unitTagRecycle': 1, 'm_unitTypeName': b'VespeneGeyser', 'm_controlPlayerId': 0, 'm_upkeepPlayerId': 0, 'm_x': 31, 'm_y': 79, 'm_creatorUnitTagIndex': None, 'm_creatorUnitTagRecycle': None, 'm_creatorAbilityName': None, '_event': 'NNet.Replay.Tracker.SUnitBornEvent', '_eventid': 1, '_gameloop': 0, '_bits': 416, 'time': 0.0}
{'m_unitTagIndex': 34, 'm_unitTagRecycle': 1, 'm_unitTypeName': b'PurifierMineralField750', 'm_controlPlayerId': 0, 'm_upkeepPlayerId': 0, 'm_x': 94, 'm_y': 32, 'm_creatorUnitTagIndex': None, 'm_creatorUnitTagRecycle': None, 'm_creatorAbilityName': None, '_event': 'NNet.Replay.Tracker.SUnitBornEvent', '_eventid': 1, '_gameloop': 0, '_bits': 496, 'time': 0.0}
{'m_unitTagIndex': 35, 'm_unitTagRecycle': 1, 'm_unitTypeName': b'PurifierVespeneGeyser', 'm_controlPlayerId': 0, 'm_upkeepPlayerId': 0, 'm_x': 127, 'm_y': 26, 'm_creatorUnitTagIndex': None, 'm_creatorUnitTagRecycle': None, 'm_creatorAbilityName': None, '_event': 'NNet.Replay.Tracker.SUnitBornEvent', '_eventid': 1, '_gameloop': 0, '_bits': 480, 'time': 0.0}
{'m_unitTagIndex': 36, 'm_unitTagRecycle': 1, 'm_unitTypeName': b'PurifierMineralField750', 'm_controlPlayerId': 0, 'm_upkeepPlayerId': 0, 'm_x': 57, 'm_y': 56, 'm_creatorUnitTagIndex': None, 'm_creatorUnitTagRecycle': None, 'm_creatorAbilityName': None, '_event': 'NNet.Replay.Tracker.SUnitBornEvent', '_eventid': 1, '_gameloop': 0, '_bits': 488, 'time': 0.0}
{'m_unitTagIndex': 37, 'm_unitTagRecycle': 1, 'm_unitTypeName': b'PurifierVespeneGeyser', 'm_controlPlayerId': 0, 'm_upkeepPlayerId': 0, 'm_x': 72, 'm_y': 27, 'm_creatorUnitTagIndex': None, 'm_creatorUnitTagRecycle': None, 'm_creatorAbilityName': None, '_event': 'NNet.Replay.Tracker.SUnitBornEvent', '_eventid': 1, '_gameloop': 0, '_bits': 480, 'time': 0.0}
{'m_unitTagIndex': 38, 'm_unitTagRecycle': 1, 'm_unitTypeName': b'DestructibleRockEx1HorizontalHuge', 'm_controlPlayerId': 0, 'm_upkeepPlayerId': 0, 'm_x': 67, 'm_y': 108, 'm_creatorUnitTagIndex': None, 'm_creatorUnitTagRecycle': None, 'm_creatorAbilityName': None, '_event': 'NNet.Replay.Tracker.SUnitBornEvent', '_eventid': 1, '_gameloop': 0, '_bits': 584, 'time': 0.0}
{'m_unitTagIndex': 39, 'm_unitTagRecycle': 1, 'm_unitTypeName': b'PurifierMineralField', 'm_controlPlayerId': 0, 'm_upkeepPlayerId': 0, 'm_x': 63, 'm_y': 32, 'm_creatorUnitTagIndex': None, 'm_creatorUnitTagRecycle': None, 'm_creatorAbilityName': None, '_event': 'NNet.Replay.Tracker.SUnitBornEvent', '_eventid': 1, '_gameloop': 0, '_bits': 464, 'time': 0.0}
{'m_unitTagIndex': 40, 'm_unitTagRecycle': 1, 'm_unitTypeName': b'PurifierMineralField', 'm_controlPlayerId': 0, 'm_upkeepPlayerId': 0, 'm_x': 63, 'm_y': 54, 'm_creatorUnitTagIndex': None, 'm_creatorUnitTagRecycle': None, 'm_creatorAbilityName': None, '_event': 'NNet.Replay.Tracker.SUnitBornEvent', '_eventid': 1, '_gameloop': 0, '_bits': 464, 'time': 0.0}
{'m_unitTagIndex': 41, 'm_unitTagRecycle': 1, 'm_unitTypeName': b'PurifierMineralField', 'm_controlPlayerId': 0, 'm_upkeepPlayerId': 0, 'm_x': 37, 'm_y': 113, 'm_creatorUnitTagIndex': None, 'm_creatorUnitTagRecycle': None, 'm_creatorAbilityName': None, '_event': 'NNet.Replay.Tracker.SUnitBornEvent', '_eventid': 1, '_gameloop': 0, '_bits': 472, 'time': 0.0}
{'m_unitTagIndex': 42, 'm_unitTagRecycle': 1, 'm_unitTypeName': b'PurifierMineralField', 'm_controlPlayerId': 0, 'm_upkeepPlayerId': 0, 'm_x': 132, 'm_y': 156, 'm_creatorUnitTagIndex': None, 'm_creatorUnitTagRecycle': None, 'm_creatorAbilityName': None, '_event': 'NNet.Replay.Tracker.SUnitBornEvent', '_eventid': 1, '_gameloop': 0, '_bits': 480, 'time': 0.0}
